ID,OPEID,Institution Name,City,State,Foreign Gift Received Date,Foreign Gift Amount,Gift Type,Country of Giftor,Giftor Name
14187,00207700,Johns Hopkins University,Baltimore,MD,42124,124369,Monetary Gift,GERMANY,
14188,00207700,Johns Hopkins University,Baltimore,MD,42124,420,Monetary Gift,IRELAND,
14189,00207700,Johns Hopkins University,Baltimore,MD,42124,6250,Monetary Gift,JAPAN,
14190,00207700,Johns Hopkins University,Baltimore,MD,42124,80395,Monetary Gift,CHINA,
14191,00207700,Johns Hopkins University,Baltimore,MD,42124,2198,Monetary Gift,NORWAY,
14192,00207700,Johns Hopkins University,Baltimore,MD,42124,8145,Monetary Gift,INDIA,
14193,00207700,Johns Hopkins University,Baltimore,MD,42124,35012,Monetary Gift,SPAIN,
14194,00207700,Johns Hopkins University,Baltimore,MD,42124,60697,Monetary Gift,SWEDEN,
14195,00207700,Johns Hopkins University,Baltimore,MD,42124,40150,Monetary Gift,SWITZERLAND,
14196,00207700,Johns Hopkins University,Baltimore,MD,42124,139695,Monetary Gift,ENGLAND,
14197,00207700,Johns Hopkins University,Baltimore,MD,42155,6563,Monetary Gift,CANADA,
14198,00207700,Johns Hopkins University,Baltimore,MD,42155,253,Monetary Gift,FRANCE,
14199,00207700,Johns Hopkins University,Baltimore,MD,42155,23210,Monetary Gift,GERMANY,
14200,00207700,Johns Hopkins University,Baltimore,MD,42155,10,Monetary Gift,IRELAND,
14201,00207700,Johns Hopkins University,Baltimore,MD,42155,153439,Monetary Gift,ISRAEL,
14202,00207700,Johns Hopkins University,Baltimore,MD,42155,2902,Monetary Gift,JAPAN,
14203,00207700,Johns Hopkins University,Baltimore,MD,42155,20331,Monetary Gift,THE NETHERLANDS,
14204,00207700,Johns Hopkins University,Baltimore,MD,42155,1350379,Monetary Gift,CHINA,
14205,00207700,Johns Hopkins University,Baltimore,MD,42155,27750,Monetary Gift,INDIA,
14206,00207700,Johns Hopkins University,Baltimore,MD,42155,95091,Monetary Gift,SPAIN,
14207,00207700,Johns Hopkins University,Baltimore,MD,42155,51337,Monetary Gift,SWEDEN,
14208,00207700,Johns Hopkins University,Baltimore,MD,42155,950,Monetary Gift,SWITZERLAND,
14209,00207700,Johns Hopkins University,Baltimore,MD,42155,37446,Monetary Gift,ENGLAND,
14210,00207700,Johns Hopkins University,Baltimore,MD,42185,232371,Monetary Gift,BELGIUM,
14211,00207700,Johns Hopkins University,Baltimore,MD,42185,3261722,Monetary Gift,CANADA,
14212,00207700,Johns Hopkins University,Baltimore,MD,42185,106580,Monetary Gift,CHINA,
14213,00207700,Johns Hopkins University,Baltimore,MD,42185,479586,Monetary Gift,FRANCE,
14214,00207700,Johns Hopkins University,Baltimore,MD,42185,563374,Monetary Gift,GERMANY,
14215,00207700,Johns Hopkins University,Baltimore,MD,42185,342094,Monetary Gift,GHANA,
14216,00207700,Johns Hopkins University,Baltimore,MD,42185,1671426,Monetary Gift,INDIA,
14217,00207700,Johns Hopkins University,Baltimore,MD,42185,295831,Monetary Gift,IRELAND,
14218,00207700,Johns Hopkins University,Baltimore,MD,42185,151478,Monetary Gift,ISRAEL,
14219,00207700,Johns Hopkins University,Baltimore,MD,42185,2433810,Monetary Gift,JAPAN,
14220,00207700,Johns Hopkins University,Baltimore,MD,42185,756398,Monetary Gift,MONACO,
14221,00207700,Johns Hopkins University,Baltimore,MD,42185,843835,Monetary Gift,BURMA,
14222,00207700,Johns Hopkins University,Baltimore,MD,42185,385332,Monetary Gift,NORWAY,
14223,00207700,Johns Hopkins University,Baltimore,MD,42185,530851,Monetary Gift,SOUTH AFRICA,
14224,00207700,Johns Hopkins University,Baltimore,MD,42185,634168,Monetary Gift,SOUTH KOREA,
14225,00207700,Johns Hopkins University,Baltimore,MD,42185,68046,Monetary Gift,SPAIN,
14226,00207700,Johns Hopkins University,Baltimore,MD,42185,833770,Monetary Gift,SWEDEN,
14227,00207700,Johns Hopkins University,Baltimore,MD,42185,1268200,Monetary Gift,SWITZERLAND,
14228,00207700,Johns Hopkins University,Baltimore,MD,42185,5451206,Monetary Gift,ENGLAND,
14229,00207700,Johns Hopkins University,Baltimore,MD,42200,250,Monetary Gift,COLOMBIA,
14230,00207700,Johns Hopkins University,Baltimore,MD,42231,200,Monetary Gift,EGYPT,
14231,00207700,Johns Hopkins University,Baltimore,MD,42231,250,Monetary Gift,GUATEMALA,
14232,00207700,Johns Hopkins University,Baltimore,MD,42262,50,Monetary Gift,LATVIA,
14233,00207700,Johns Hopkins University,Baltimore,MD,42262,10000,Monetary Gift,PANAMA,
14234,00207700,Johns Hopkins University,Baltimore,MD,42292,300,Monetary Gift,PORTUGAL,
14235,00207700,Johns Hopkins University,Baltimore,MD,42292,100,Monetary Gift,BELARUS,
14236,00207700,Johns Hopkins University,Baltimore,MD,42292,1000,Monetary Gift,JORDAN,
14237,00207700,Johns Hopkins University,Baltimore,MD,42323,4894,Monetary Gift,KUWAIT,
14238,00207700,Johns Hopkins University,Baltimore,MD,42323,84683,Monetary Gift,OMAN,
14239,00207700,Johns Hopkins University,Baltimore,MD,42323,2837,Monetary Gift,ETHIOPIA,
14240,00207700,Johns Hopkins University,Baltimore,MD,42323,23542,Monetary Gift,VENEZUELA,
14241,00207700,Johns Hopkins University,Baltimore,MD,42323,50550,Monetary Gift,MEXICO,
14242,00207700,Johns Hopkins University,Baltimore,MD,42353,1091424,Monetary Gift,ISRAEL,
14243,00207700,Johns Hopkins University,Baltimore,MD,42353,537837,Monetary Gift,GHANA,
14244,00207700,Johns Hopkins University,Baltimore,MD,42353,5647,Monetary Gift,GREECE,
14245,00207700,Johns Hopkins University,Baltimore,MD,42353,59857,Monetary Gift,ITALY,
14246,00207700,Johns Hopkins University,Baltimore,MD,42353,73474,Monetary Gift,AUSTRALIA,
14247,00207700,Johns Hopkins University,Baltimore,MD,42353,128902,Monetary Gift,AUSTRIA,
14248,00207700,Johns Hopkins University,Baltimore,MD,42353,135965,Monetary Gift,BANGLADESH,
14249,00207700,Johns Hopkins University,Baltimore,MD,42353,57867,Monetary Gift,FINLAND,
14250,00207700,Johns Hopkins University,Baltimore,MD,42353,589388,Monetary Gift,KENYA,
14251,00207700,Johns Hopkins University,Baltimore,MD,42353,4338,Monetary Gift,LEBANON,
14252,00207700,Johns Hopkins University,Baltimore,MD,42353,250,Monetary Gift,MALTA,
14253,00207700,Johns Hopkins University,Baltimore,MD,42353,658271,Monetary Gift,MONACO,
14254,00207700,Johns Hopkins University,Baltimore,MD,42353,325229,Monetary Gift,THE NETHERLANDS,
14255,00207700,Johns Hopkins University,Baltimore,MD,42353,114081,Monetary Gift,PERU,
14256,00207700,Johns Hopkins University,Baltimore,MD,42353,10100,Monetary Gift,PHILIPPINES,
14257,00207700,Johns Hopkins University,Baltimore,MD,42353,82556,Monetary Gift,TAIWAN,
14258,00207700,Johns Hopkins University,Baltimore,MD,42353,100937,Monetary Gift,TANZANIA,
14259,00207700,Johns Hopkins University,Baltimore,MD,42353,2620,Monetary Gift,THAILAND,
14260,00207700,Johns Hopkins University,Baltimore,MD,42353,800,Monetary Gift,TURKEY,
14261,00207700,Johns Hopkins University,Baltimore,MD,42353,65869,Monetary Gift,UGANDA,
14262,00207700,Johns Hopkins University,Baltimore,MD,42353,2126321,Monetary Gift,SOUTH AFRICA,
14263,00207700,Johns Hopkins University,Baltimore,MD,42353,50615,Monetary Gift,KOREA,
14264,00207700,Johns Hopkins University,Baltimore,MD,42353,190634,Monetary Gift,HONG KONG,
14265,00207700,Johns Hopkins University,Baltimore,MD,42353,134550,Monetary Gift,IRELAND,
14266,00207700,Johns Hopkins University,Baltimore,MD,42353,1435537,Monetary Gift,BELGIUM,
14267,00207700,Johns Hopkins University,Baltimore,MD,42353,4739513,Monetary Gift,CANADA,
14268,00207700,Johns Hopkins University,Baltimore,MD,42353,131114,Monetary Gift,CHILE,
14269,00207700,Johns Hopkins University,Baltimore,MD,42353,429388,Monetary Gift,CHINA,
14270,00207700,Johns Hopkins University,Baltimore,MD,42353,5100,Monetary Gift,ARGENTINA,
14271,00207700,Johns Hopkins University,Baltimore,MD,42353,50,Monetary Gift,COSTA RICA,
14272,00207700,Johns Hopkins University,Baltimore,MD,42353,145018,Monetary Gift,KAZAKHSTAN,
14273,00207700,Johns Hopkins University,Baltimore,MD,42353,1560704,Monetary Gift,SOUTH KOREA,
14274,00207700,Johns Hopkins University,Baltimore,MD,42353,148863,Monetary Gift,SPAIN,
14275,00207700,Johns Hopkins University,Baltimore,MD,42353,76925,Monetary Gift,BOSNIA-HERCEGOVINA,
14276,00207700,Johns Hopkins University,Baltimore,MD,42353,85658,Monetary Gift,BRAZIL,
14277,00207700,Johns Hopkins University,Baltimore,MD,42353,3651,Monetary Gift,UNITED ARAB EMIRATES,
14278,00207700,Johns Hopkins University,Baltimore,MD,42353,799961,Monetary Gift,SWEDEN,
14279,00207700,Johns Hopkins University,Baltimore,MD,42353,3900244,Monetary Gift,SWITZERLAND,
14280,00207700,Johns Hopkins University,Baltimore,MD,42353,863748,Monetary Gift,FRANCE,
14281,00207700,Johns Hopkins University,Baltimore,MD,42353,2100,Monetary Gift,GEORGIA,
14282,00207700,Johns Hopkins University,Baltimore,MD,42353,453270,Monetary Gift,GERMANY,
14283,00207700,Johns Hopkins University,Baltimore,MD,42353,100,Monetary Gift,CZECH REPUBLIC,
14284,00207700,Johns Hopkins University,Baltimore,MD,42353,711756,Monetary Gift,DENMARK,
14285,00207700,Johns Hopkins University,Baltimore,MD,42353,2098815,Monetary Gift,INDIA,
14286,00207700,Johns Hopkins University,Baltimore,MD,42353,270,Monetary Gift,VIETNAM,
14287,00207700,Johns Hopkins University,Baltimore,MD,42353,225410,Monetary Gift,BERMUDA,
14288,00207700,Johns Hopkins University,Baltimore,MD,42353,14513,Monetary Gift,NEW ZEALAND,
14289,00207700,Johns Hopkins University,Baltimore,MD,42353,45182,Monetary Gift,NIGERIA,
14290,00207700,Johns Hopkins University,Baltimore,MD,42353,426457,Monetary Gift,NORWAY,
14291,00207700,Johns Hopkins University,Baltimore,MD,42353,48779,Monetary Gift,PAKISTAN,
14292,00207700,Johns Hopkins University,Baltimore,MD,42353,140070,Monetary Gift,ZAMBIA,
14293,00207700,Johns Hopkins University,Baltimore,MD,42353,41349,Monetary Gift,HAITI,
14294,00207700,Johns Hopkins University,Baltimore,MD,42353,250,Monetary Gift,INDONESIA,
14295,00207700,Johns Hopkins University,Baltimore,MD,42353,2587844,Monetary Gift,JAPAN,
14296,00207700,Johns Hopkins University,Baltimore,MD,42353,84520,Monetary Gift,MALAYSIA,
14297,00207700,Johns Hopkins University,Baltimore,MD,42353,316648,Monetary Gift,QATAR,
14298,00207700,Johns Hopkins University,Baltimore,MD,42353,1612418,Monetary Gift,SAUDI ARABIA,
14299,00207700,Johns Hopkins University,Baltimore,MD,42353,462088,Monetary Gift,SINGAPORE,
14300,00207700,Johns Hopkins University,Baltimore,MD,42429,10,Monetary Gift,GUATEMALA,
14301,00207700,Johns Hopkins University,Baltimore,MD,42429,45,Monetary Gift,MALTA,
14302,00207700,Johns Hopkins University,Baltimore,MD,42429,1000,Monetary Gift,ECUADOR,
14303,00207700,Johns Hopkins University,Baltimore,MD,42460,20,Monetary Gift,EGYPT,
14304,00207700,Johns Hopkins University,Baltimore,MD,42460,2711,Monetary Gift,CHILE,
14305,00207700,Johns Hopkins University,Baltimore,MD,42460,150,Monetary Gift,POLAND,
14306,00207700,Johns Hopkins University,Baltimore,MD,42460,10,Monetary Gift,PORTUGAL,
14307,00207700,Johns Hopkins University,Baltimore,MD,42490,650,Monetary Gift,VIETNAM,
14308,00207700,Johns Hopkins University,Baltimore,MD,42490,78179,Monetary Gift,LEBANON,
14309,00207700,Johns Hopkins University,Baltimore,MD,42490,15000,Monetary Gift,GEORGIA,
14310,00207700,Johns Hopkins University,Baltimore,MD,42521,97272,Monetary Gift,BANGLADESH,
14311,00207700,Johns Hopkins University,Baltimore,MD,42521,30,Monetary Gift,IRAN,
14312,00207700,Johns Hopkins University,Baltimore,MD,42521,31016,Monetary Gift,PAKISTAN,
14313,00207700,Johns Hopkins University,Baltimore,MD,42521,50,Monetary Gift,CZECH REPUBLIC,
14314,00207700,Johns Hopkins University,Baltimore,MD,42521,2000,Monetary Gift,LIECHTENSTEIN,
14315,00207700,Johns Hopkins University,Baltimore,MD,42521,5280,Monetary Gift,LUXEMBOURG,
14316,00207700,Johns Hopkins University,Baltimore,MD,42521,75,Monetary Gift,SLOVENIA,
14317,00207700,Johns Hopkins University,Baltimore,MD,42521,55,Monetary Gift,HUNGARY,
14318,00207700,Johns Hopkins University,Baltimore,MD,42522,50,Monetary Gift,ARGENTINA,
14319,00207700,Johns Hopkins University,Baltimore,MD,42551,34110,Monetary Gift,TURKEY,
14320,00207700,Johns Hopkins University,Baltimore,MD,42551,100121,Monetary Gift,UGANDA,
14321,00207700,Johns Hopkins University,Baltimore,MD,42551,639076,Monetary Gift,SINGAPORE,
14322,00207700,Johns Hopkins University,Baltimore,MD,42551,271020,Monetary Gift,HAITI,
14323,00207700,Johns Hopkins University,Baltimore,MD,42551,100,Monetary Gift,HONDURAS,
14324,00207700,Johns Hopkins University,Baltimore,MD,42551,289073,Monetary Gift,HONG KONG,
14325,00207700,Johns Hopkins University,Baltimore,MD,42551,37590,Monetary Gift,VENEZUELA,
14326,00207700,Johns Hopkins University,Baltimore,MD,42551,586648,Monetary Gift,UNITED ARAB EMIRATES,
14327,00207700,Johns Hopkins University,Baltimore,MD,42551,200,Monetary Gift,BULGARIA,
14328,00207700,Johns Hopkins University,Baltimore,MD,42551,2959192,Monetary Gift,GERMANY,
14329,00207700,Johns Hopkins University,Baltimore,MD,42551,334504,Monetary Gift,GHANA,
14330,00207700,Johns Hopkins University,Baltimore,MD,42551,15415,Monetary Gift,GREECE,
14331,00207700,Johns Hopkins University,Baltimore,MD,42551,1145972,Monetary Gift,ISRAEL,
14332,00207700,Johns Hopkins University,Baltimore,MD,42551,173054,Monetary Gift,ITALY,
14333,00207700,Johns Hopkins University,Baltimore,MD,42551,50,Monetary Gift,JAMAICA,
14334,00207700,Johns Hopkins University,Baltimore,MD,42551,3249273,Monetary Gift,JAPAN,
14335,00207700,Johns Hopkins University,Baltimore,MD,42551,182142,Monetary Gift,KAZAKHSTAN,
14336,00207700,Johns Hopkins University,Baltimore,MD,42551,5424,Monetary Gift,KENYA,
14337,00207700,Johns Hopkins University,Baltimore,MD,42551,223421,Monetary Gift,KOREA,
14338,00207700,Johns Hopkins University,Baltimore,MD,42551,45192,Monetary Gift,KUWAIT,
14339,00207700,Johns Hopkins University,Baltimore,MD,42551,12025,Monetary Gift,MALAWI,
14340,00207700,Johns Hopkins University,Baltimore,MD,42551,25766,Monetary Gift,MALAYSIA,
14341,00207700,Johns Hopkins University,Baltimore,MD,42551,102930,Monetary Gift,MEXICO,
14342,00207700,Johns Hopkins University,Baltimore,MD,42551,42806,Monetary Gift,ETHIOPIA,
14343,00207700,Johns Hopkins University,Baltimore,MD,42551,12175,Monetary Gift,FINLAND,
14344,00207700,Johns Hopkins University,Baltimore,MD,42551,1448741,Monetary Gift,CHINA,
14345,00207700,Johns Hopkins University,Baltimore,MD,42551,250,Monetary Gift,COLOMBIA,
14346,00207700,Johns Hopkins University,Baltimore,MD,42551,385,Monetary Gift,COSTA RICA,
14347,00207700,Johns Hopkins University,Baltimore,MD,42551,621854,Monetary Gift,DENMARK,
14348,00207700,Johns Hopkins University,Baltimore,MD,42551,658798,Monetary Gift,FRANCE,
14349,00207700,Johns Hopkins University,Baltimore,MD,42551,11355,Monetary Gift,PHILIPPINES,
14350,00207700,Johns Hopkins University,Baltimore,MD,42551,429984,Monetary Gift,MONACO,
14351,00207700,Johns Hopkins University,Baltimore,MD,42551,811257,Monetary Gift,SOUTH AFRICA,
14352,00207700,Johns Hopkins University,Baltimore,MD,42551,1660859,Monetary Gift,INDIA,
14353,00207700,Johns Hopkins University,Baltimore,MD,42551,101575,Monetary Gift,INDONESIA,
14354,00207700,Johns Hopkins University,Baltimore,MD,42551,295689,Monetary Gift,THE NETHERLANDS,
14355,00207700,Johns Hopkins University,Baltimore,MD,42551,96893,Monetary Gift,AUSTRALIA,
14356,00207700,Johns Hopkins University,Baltimore,MD,42551,165882,Monetary Gift,QATAR,
14357,00207700,Johns Hopkins University,Baltimore,MD,42551,39,Monetary Gift,RUSSIA,
14358,00207700,Johns Hopkins University,Baltimore,MD,42551,3094438,Monetary Gift,BELGIUM,
14359,00207700,Johns Hopkins University,Baltimore,MD,42551,27605,Monetary Gift,BERMUDA,
14360,00207700,Johns Hopkins University,Baltimore,MD,42551,41967,Monetary Gift,BOSNIA-HERCEGOVINA,
14361,00207700,Johns Hopkins University,Baltimore,MD,42551,10165,Monetary Gift,BRAZIL,
14362,00207700,Johns Hopkins University,Baltimore,MD,42551,121742,Monetary Gift,PERU,
14363,00207700,Johns Hopkins University,Baltimore,MD,42551,469754,Monetary Gift,ZAMBIA,
14364,00207700,Johns Hopkins University,Baltimore,MD,42551,921527,Monetary Gift,BURMA,
14365,00207700,Johns Hopkins University,Baltimore,MD,42551,163545,Monetary Gift,IRELAND,
14366,00207700,Johns Hopkins University,Baltimore,MD,42551,1675,Monetary Gift,NEW ZEALAND,
14367,00207700,Johns Hopkins University,Baltimore,MD,42551,43920,Monetary Gift,NIGERIA,
14368,00207700,Johns Hopkins University,Baltimore,MD,42551,373209,Monetary Gift,NORWAY,
14369,00207700,Johns Hopkins University,Baltimore,MD,42551,4163976,Monetary Gift,CANADA,
14370,00207700,Johns Hopkins University,Baltimore,MD,42551,1680803,Monetary Gift,SOUTH KOREA,
14371,00207700,Johns Hopkins University,Baltimore,MD,42551,389027,Monetary Gift,SPAIN,
14372,00207700,Johns Hopkins University,Baltimore,MD,42551,411609,Monetary Gift,SWEDEN,
14373,00207700,Johns Hopkins University,Baltimore,MD,42551,3405103,Monetary Gift,SWITZERLAND,
14374,00207700,Johns Hopkins University,Baltimore,MD,42551,147086,Monetary Gift,TAIWAN,
14375,00207700,Johns Hopkins University,Baltimore,MD,42551,1728967,Monetary Gift,TANZANIA,
14376,00207700,Johns Hopkins University,Baltimore,MD,42551,198174,Monetary Gift,AUSTRIA,
14377,00207700,Johns Hopkins University,Baltimore,MD,42551,1905584,Monetary Gift,SAUDI ARABIA,
14378,00207700,Johns Hopkins University,Baltimore,MD,42551,10025,Monetary Gift,SERBIA,
14379,00207700,Johns Hopkins University,Baltimore,MD,42551,3065,Monetary Gift,THAILAND,
14380,00207700,Johns Hopkins University,Baltimore,MD,42551,50,Monetary Gift,TRINIDAD,
14381,00207700,Johns Hopkins University,Baltimore,MD,42644,649079,Monetary Gift,BURMA,
14382,00207700,Johns Hopkins University,Baltimore,MD,42644,2568715,Monetary Gift,BELGIUM,
14383,00207700,Johns Hopkins University,Baltimore,MD,42675,323760,Monetary Gift,GHANA,
14384,00207700,Johns Hopkins University,Baltimore,MD,42675,1059492,Monetary Gift,TANZANIA,
14385,00207700,Johns Hopkins University,Baltimore,MD,42682,693818,Monetary Gift,DENMARK,
14386,00207700,Johns Hopkins University,Baltimore,MD,42689,3358247,Monetary Gift,SAUDI ARABIA,
14387,00207700,Johns Hopkins University,Baltimore,MD,42705,1842500,Monetary Gift,SOUTH KOREA,
14388,00207700,Johns Hopkins University,Baltimore,MD,42705,1297140,Monetary Gift,ZAMBIA,
14389,00207700,Johns Hopkins University,Baltimore,MD,42705,326897,Monetary Gift,HONG KONG,
14390,00207700,Johns Hopkins University,Baltimore,MD,42705,291159,Monetary Gift,NORWAY,
14391,00207700,Johns Hopkins University,Baltimore,MD,42719,446712,Monetary Gift,MONACO,
14392,00207700,Johns Hopkins University,Baltimore,MD,42724,865193,Monetary Gift,SOUTH AFRICA,
14393,00207700,Johns Hopkins University,Baltimore,MD,42731,1633033,Monetary Gift,INDIA,
14394,00207700,Johns Hopkins University,Baltimore,MD,42731,871804,Monetary Gift,ISRAEL,
14395,00207700,Johns Hopkins University,Baltimore,MD,42731,6682312,Monetary Gift,ENGLAND,
14396,00207700,Johns Hopkins University,Baltimore,MD,42731,490189,Monetary Gift,ITALY,
14397,00207700,Johns Hopkins University,Baltimore,MD,42732,586923,Monetary Gift,FRANCE,
14398,00207700,Johns Hopkins University,Baltimore,MD,42733,2600293,Monetary Gift,GERMANY,
14399,00207700,Johns Hopkins University,Baltimore,MD,42733,257026,Monetary Gift,THE NETHERLANDS,
14400,00207700,Johns Hopkins University,Baltimore,MD,42733,252238,Monetary Gift,SINGAPORE,
14401,00207700,Johns Hopkins University,Baltimore,MD,42734,279361,Monetary Gift,TAIWAN,
14402,00207700,Johns Hopkins University,Baltimore,MD,42734,3884987,Monetary Gift,CANADA,
14403,00207700,Johns Hopkins University,Baltimore,MD,42734,460128,Monetary Gift,CHINA,
14404,00207700,Johns Hopkins University,Baltimore,MD,42734,3056782,Monetary Gift,JAPAN,
14405,00207700,Johns Hopkins University,Baltimore,MD,42734,1708627,Monetary Gift,SWITZERLAND,
14406,00207700,Johns Hopkins University,Baltimore,MD,42736,100,Monetary Gift,COSTA RICA,
14407,00207700,Johns Hopkins University,Baltimore,MD,42736,100,Monetary Gift,HUNGARY,
14408,00207700,Johns Hopkins University,Baltimore,MD,42736,376,Monetary Gift,SERBIA,
14409,00207700,Johns Hopkins University,Baltimore,MD,42736,400,Monetary Gift,BULGARIA,
14410,00207700,Johns Hopkins University,Baltimore,MD,42736,75,Monetary Gift,JAMAICA,
14411,00207700,Johns Hopkins University,Baltimore,MD,42736,2690,Monetary Gift,GHANA,
14412,00207700,Johns Hopkins University,Baltimore,MD,42736,25,Monetary Gift,INDONESIA,
14413,00207700,Johns Hopkins University,Baltimore,MD,42736,50,Monetary Gift,IRAN,
14414,00207700,Johns Hopkins University,Baltimore,MD,42767,109042,Monetary Gift,BANGLADESH,
14415,00207700,Johns Hopkins University,Baltimore,MD,42767,26,Monetary Gift,CROATIA,
14416,00207700,Johns Hopkins University,Baltimore,MD,42767,25474,Monetary Gift,BRAZIL,
14417,00207700,Johns Hopkins University,Baltimore,MD,42767,227620,Monetary Gift,AUSTRIA,
14418,00207700,Johns Hopkins University,Baltimore,MD,42767,22268,Monetary Gift,AZERBAIJAN,
14419,00207700,Johns Hopkins University,Baltimore,MD,42767,89140,Monetary Gift,BAHAMAS,
14420,00207700,Johns Hopkins University,Baltimore,MD,42767,100,Monetary Gift,BARBADOS,
14421,00207700,Johns Hopkins University,Baltimore,MD,42767,21798,Monetary Gift,BERMUDA,
14422,00207700,Johns Hopkins University,Baltimore,MD,42767,50,Monetary Gift,TRINIDAD,
14423,00207700,Johns Hopkins University,Baltimore,MD,42767,5,Monetary Gift,EGYPT,
14424,00207700,Johns Hopkins University,Baltimore,MD,42767,100,Monetary Gift,ARGENTINA,
14425,00207700,Johns Hopkins University,Baltimore,MD,42767,5333,Monetary Gift,BOSNIA AND HERZEGOVINA,
14426,00207700,Johns Hopkins University,Baltimore,MD,42795,20000,Monetary Gift,JORDAN,
14427,00207700,Johns Hopkins University,Baltimore,MD,42795,1054,Monetary Gift,POLAND,
14428,00207700,Johns Hopkins University,Baltimore,MD,42826,120,Monetary Gift,CZECH REPUBLIC,
14429,00207700,Johns Hopkins University,Baltimore,MD,42826,200,Monetary Gift,VIETNAM,
14430,00207700,Johns Hopkins University,Baltimore,MD,42826,610,Monetary Gift,PORTUGAL,
14431,00207700,Johns Hopkins University,Baltimore,MD,42826,25,Monetary Gift,DOMINICAN REPUBLIC,
14432,00207700,Johns Hopkins University,Baltimore,MD,42826,99950,Monetary Gift,ECUADOR,
14433,00207700,Johns Hopkins University,Baltimore,MD,42856,150,Monetary Gift,MALAYSIA,
14434,00207700,Johns Hopkins University,Baltimore,MD,42856,4262,Monetary Gift,MALI,
14435,00207700,Johns Hopkins University,Baltimore,MD,42856,12627,Monetary Gift,LEBANON,
14436,00207700,Johns Hopkins University,Baltimore,MD,42856,6000,Monetary Gift,TOKELAU,
14437,00207700,Johns Hopkins University,Baltimore,MD,42856,20,Monetary Gift,SLOVAKIA,
14438,00207700,Johns Hopkins University,Baltimore,MD,42856,40,Monetary Gift,SLOVENIA,
14439,00207700,Johns Hopkins University,Baltimore,MD,42856,2550,Monetary Gift,GEORGIA,
14440,00207700,Johns Hopkins University,Baltimore,MD,42856,125,Monetary Gift,PHILIPPINES,
14441,00207700,Johns Hopkins University,Baltimore,MD,42856,670,Monetary Gift,THAILAND,
14442,00207700,Johns Hopkins University,Baltimore,MD,42856,170699,Monetary Gift,TURKEY,
14443,00207700,Johns Hopkins University,Baltimore,MD,42856,3942,Monetary Gift,NEW ZEALAND,
14444,00207700,Johns Hopkins University,Baltimore,MD,42887,165915,Monetary Gift,PAKISTAN,
14445,00207700,Johns Hopkins University,Baltimore,MD,42887,109970,Monetary Gift,PANAMA,
14446,00207700,Johns Hopkins University,Baltimore,MD,42887,330491,Monetary Gift,THE NETHERLANDS,
14447,00207700,Johns Hopkins University,Baltimore,MD,42887,406675,Monetary Gift,SINGAPORE,
14448,00207700,Johns Hopkins University,Baltimore,MD,42887,12831,Monetary Gift,MALAWI,
14449,00207700,Johns Hopkins University,Baltimore,MD,42887,568685,Monetary Gift,MONACO,
14450,00207700,Johns Hopkins University,Baltimore,MD,42887,5550,Monetary Gift,LUXEMBOURG,
14451,00207700,Johns Hopkins University,Baltimore,MD,42887,52170,Monetary Gift,MEXICO,
14452,00207700,Johns Hopkins University,Baltimore,MD,42887,644115,Monetary Gift,UNITED ARAB EMIRATES,
14453,00207700,Johns Hopkins University,Baltimore,MD,42887,54447,Monetary Gift,GUAM,
14454,00207700,Johns Hopkins University,Baltimore,MD,42887,84856,Monetary Gift,SYRIAN ARAB REPUBLIC,
14455,00207700,Johns Hopkins University,Baltimore,MD,42887,43482,Monetary Gift,SENEGAL,
14456,00207700,Johns Hopkins University,Baltimore,MD,42887,411673,Monetary Gift,CHINA,
14457,00207700,Johns Hopkins University,Baltimore,MD,42887,27744,Monetary Gift,NEPAL,
14458,00207700,Johns Hopkins University,Baltimore,MD,42887,421369,Monetary Gift,ITALY,
14459,00207700,Johns Hopkins University,Baltimore,MD,42887,36014,Monetary Gift,KENYA,
14460,00207700,Johns Hopkins University,Baltimore,MD,42887,254712,Monetary Gift,IRELAND,
14461,00207700,Johns Hopkins University,Baltimore,MD,42887,60776,Monetary Gift,HONG KONG,
14462,00207700,Johns Hopkins University,Baltimore,MD,42887,3471947,Monetary Gift,SOUTH KOREA,
14463,00207700,Johns Hopkins University,Baltimore,MD,42887,431396,Monetary Gift,TAIWAN,
14464,00207700,Johns Hopkins University,Baltimore,MD,42887,903753,Monetary Gift,ZAMBIA,
14465,00207700,Johns Hopkins University,Baltimore,MD,42887,10,Monetary Gift,CAYMAN ISLANDS (THE),
14466,00207700,Johns Hopkins University,Baltimore,MD,42887,15000,Monetary Gift,CHILE,
14467,00207700,Johns Hopkins University,Baltimore,MD,42887,9423,Monetary Gift,COLOMBIA,
14468,00207700,Johns Hopkins University,Baltimore,MD,42887,15313,Contract,ETHIOPIA,
14469,00207700,Johns Hopkins University,Baltimore,MD,42887,50,Monetary Gift,ICELAND,
14470,00207700,Johns Hopkins University,Baltimore,MD,42887,57820,Monetary Gift,NIGERIA,
14471,00207700,Johns Hopkins University,Baltimore,MD,42887,3306902,Monetary Gift,SWITZERLAND,
14472,00207700,Johns Hopkins University,Baltimore,MD,42887,69535,Monetary Gift,FINLAND,
14473,00207700,Johns Hopkins University,Baltimore,MD,42887,78290,Monetary Gift,PERU,
14474,00207700,Johns Hopkins University,Baltimore,MD,42887,3400566,Monetary Gift,GERMANY,
14475,00207700,Johns Hopkins University,Baltimore,MD,42887,1639696,Monetary Gift,INDIA,
